name, birth_loc, pocc, marriage, lastname
Devereux Nicholas,,,,Nicholas
Chanter William , Hartland Devon,rev,,William
Glen John ,,,,John
Blackwell Charles,,,,Charles
Horsman Nathaniel,,,,Nathaniel
Hastings Ferdinando,,,,Ferdinando
Hay John Silvester,,,,John
Goodwin John,,,,John
Pace Walter ,England,,,Walter
Coates William,,,,William
Bunn Edward Thomas,,,,Edward
Pitman orPittman Frederick , Bristol,,,orPittman
Watts John ,Rodborough Glos,,,John
Beckett William,,,,William
Bonham Edmund,,,,Edmund
Jobson William,,,,William
Roller J S,,,,J
Mowatt William,,,,William
Morrison Richard,,,,Richard
Whitwell George ,,,,George
Miller Theophilus,,,,Theophilus
Powell Ernest,,,,Ernest
Buttar William,,,,William
Vernon Robert Colles , St Nicholas Gloucester,esq,,Robert
Motley Thomas,,,,Thomas
Neech Nathaniel,,,,Nathaniel
Morris Griffin,,,,Griffin
Tucker Charles,,,,Charles
Camell John,,,,John
Pierce John,,,,John
Mayne John , Holy Trinity Exeter,,,John
Roch Mark,,,,Mark
Muggeridge Michael ,,,,Michael
Nesbitt David,,,,David
Janson Joseph , England,,,Joseph
Richardson Charles,,,,Charles
Hutton Thomas,,,,Thomas
Stevenson John ,,,,John
Dewdney George , St Clement's Hastings Sussex,,,George
Blunckett John,,,,John
Bannatyne Richard ,,,,Richard
Rouse Charles S,,,,Charles
Pratt John , Membury Devon,,,John
Lock Edward,,,,Edward
Veitch Robert ,,,,Robert
Blair John , St Cuthbert's pa Edinburgh,manufacturer,,John
Wedderburn Peter , Inveresk East Lothian,,,Peter
Wynn Joseph,,,,Joseph
Freeman Robert,,,,Robert
Corderoy William,,,,William
Newberry or Newbury Thomas,,,,or
Simpson Samuel,,,,Samuel
Cramond George Roger,,,,George
Wagstaff Samuel ,,,,Samuel
Fisher Walter,,,,Walter
Routledge John,,,,John
Auchmuty Arthur,,,,Arthur
Moore Alexander,,,,Alexander
Richmond Richard ,,,,Richard
Smith Portius,,,,Portius
Living George L P,,,,George
Payne John,,,,John
Murchison Kenneth ,,,,Kenneth
Buchanan James,,,,James
Stewart Charles,,,,Charles
Wills Christopher,,,,Christopher
Ball Thomas,,,,Thomas
Boteler Philip,,,,Philip
Carter James,,,,James
Bewkell Cornelius,,,,Cornelius
Griffiths John ,,,,John
Fry Christopher,,,,Christopher
Farmer Edward,,,,Edward
Lanelly Hugh,,,,Hugh
Lindesay Patrick , Newburn Fife,esq,,Patrick
Kiggell Kentish,,,,Kentish
Adams Roger,,,,Roger
Livesay G A,,,,G
Paiba John ,England,,,John
Braddyll John,,,,John
Young Nicholas,,,,Nicholas
Wroe Matthe ,,,,Matthe
Clark Hezekiah , Tolleshunt Darcy Essex,,,Hezekiah
Freeman Joseph,,,,Joseph
Huggett John ,,,,John
Gordon William,,,,William
Riccard Samuel,,,,Samuel
Leyburn George,,,,George
Manners Robert , England,,,Robert
Fisk James ,,,,James
Floud Richard,,,,Richard
Abbott Peter ,St Mary's Islington London ,,,Peter
Johnston W W,,,,W
Spearman John ,England,,,John
Langstaff Joseph,,,,Joseph
Dewar Henry,,,,Henry
Purvis Charles,,,,Charles
Jobling Craswell,,,,Craswell
Carnegy David,,,,David
Hill Giles,,,,Giles
Turner George,,,,George
Pipon Charles , Jersey,,,Charles
Birdall Richard,,,,Richard
McClardie Peter,,,,Peter
Grainger John,,,,John
Tovey Zachariah sen,,,,Zachariah
Cruikshank Alexander,,,,Alexander
Parrock John G,,,,John
Kinchman Humphrey,,,,Humphrey
Finan Peter ,,,,Peter
Blastock _?_ ,,,,_?_
Gibbs John ,,,,John
Sinclair Henry,,,,Henry
Richards James ,,,,James
French John,,,,John
Robson Thomas,,,,Thomas
Criddle Henry,,,,Henry
Wauch Ronald,,,,Ronald
Anderson James S,,,,James
Hayter Charles,,,,Charles
Fiott Edward ,,,,Edward
Elliot or Elliott Joseph ,,,,or
Lewis Whiteman,,,,Whiteman
Wilson James,,,,James
Hale John,,,,John
Biddlecombe George,,,,George
Manley  Richard Howe,,,,Richard
Wilson Francis,,,,Francis
Harris Herbert,,,,Herbert
Oliphant John,,,,John
Denison _?_,,,,_?_
Craig John,,,,John
Hodgson Thomas ,,,,Thomas
Hoe William,,,,William
Sarel William James,,,,William
Vanderbank James,,,,James
Lloyd John,,,,John
Mackenzie George ,,,,George
Darr George,,,,George
Collingwood John Carlton , Milford Haven,,,John
Jones Morris,,,,Morris
Moffat Samuel,,,,Samuel
Yates George ,,,,George
Bingham John Oseland,,,,John
Heathfield Frederick,,,,Frederick
Colt Oliver,,,,Oliver
Clark William , St George's Hanover Sq London,captain,m 1 Nov 1828 Walton_on_Thames= Surrey= Maria Blair Wilhelmina Harriet b 5 Dec 1832,William
Campbell Hugh,,,,Hugh
Wardroper Arthur,,,,Arthur
Barton John,,,,John
Williams Hugh,,,,Hugh
Tennent George , Carrickfergus co Antrim,,,George
Bell Elisha James , Tynemouth,Master mariner,,Elisha
Aungier John,,,,John
Miller Charles,,,,Charles
Snowden Thomas J,,,,Thomas
Merrin William,,,,William
Graham Thomas ,,,,Thomas
Skey William ,,,,William
Harper Adam,,,,Adam
Crun Thomas ,,,,Thomas
Scott James , St Cuthbert's Edinburgh,brewer,,James
Mitchell _?_,,,,_?_
Mears Charles,,,,Charles
Middlemass William ,,,,William
Lindsay George ,Ireland,,,George
Robertson James,,,,James
Atkins Henry,,,,Henry
Haines. John,,,,John
Long John,,,,John
Grieve Andrew , Enfield Middx,,,Andrew
Windle Richard E,,,,Richard
Palmer Richard , Bristol,,,Richard
Street John,,,,John
Carlisle Nicholas,,,,Nicholas
Foley Richard,,,,Richard
Grey Robert , Harbourgrace Conception Bay Newfoundland,,,Robert
Ballantyne George ,Scotland,,,George
Pennyman John,,,,John
Spencer Samuel,,,,Samuel
Heseltine Thomas,,,,Thomas
Langford Richard,,,,Richard
Albert Zachary,,,,Zachary
Davis George , England,,,George
Cock John ,,,,John
Baggott George,,,,George
Jones Basil,,,,Basil
Liddell David,,,,David
Farrow William,,,,William
Millen Stephen,,,,Stephen
Duncan George ,,,,George
Williamson Anthony,,,,Anthony
Vautier Isaac John,,,,Isaac
Towers John,,,,John
Thurlow William,,,,William
Doves Cobham ,,,,Cobham
Clutterbuck Daniel,,,,Daniel
Blewitt John ,,,,John
Benbow John,,,,John
Borradaile John ,,,,John
Baxter Richard,,,,Richard
Bell Warren Lisle , ,William & Mary Le Marchant,,Warren
Rookby Robert,,,,Robert
Whittey John,,,,John
Baird William , Eccles Berwicks,Rev,,William
Baldrick Charles ,,,,Charles
Mortimer Thomas , Eastbourne Sussex,,,Thomas
Stokes Peter ,,,,Peter
Begbie Patrick,,,,Patrick
Parks William,,,,William
Stead John,,,,John
Jenkins William , Tiverton Devon,,,William
Elmore Henry Mathias,,,,Henry
Cowles Charles,England,,,Charles
Hopkins William Francis , England,,,William
Burchett William ,England,,,William
Orman Benjamin , Dedham Essex 2nd,,,Benjamin
Chivers Samuel ,,,,Samuel
Dickenson Timothy ,,,,Timothy
Downes William,,,,William
Carmichael John ,,,,John
Lomas Robert,,,,Robert
Matthews John ,,,,John
Renny David Henry,,,,David
Penkethman John,,,,John
Newland Charles,,,,Charles
Brunton Richard ,,,,Richard
Clark Walter,,,,Walter
Lumley George,,,,George
Brinkman Frederick,,,,Frederick
Mathison Gilbert,,,,Gilbert
Caddick William,,,,William
Hall Richard ,,,m Sarah dau of John Brown of Poplar= brewer,Richard
Hawkins George,,,,George
Lamb Ralph ,,,,Ralph
McNab Angus ,Scotland,,,Angus
Wales John , Christ Church London,,,John
Ramsay John,,,,John
Cruikshanks John,,,,John
Davey Francis , Christ Church Surrey,coal merchant,,Francis
Larkins William ,,,,William
Strange Robert,,,,Robert
Taylor Richard A,,,,Richard
Canney James,,,,James
Wilkinson Brave,,,,Brave
Jilbert James , England,,,James
Bradley Bean,,,,Bean
Perry John , Tenbury Worcs,,,John
Fairfax James ,England,,,James
Loughnan James,,,,James
Clark James,,,,James
Thompson Walter,,,,Walter
Anstice James Patten , South Petherton Somerset,,,James
Fabre Peter,,,,Peter
Firmin Thomas,,,,Thomas
Hudson _?_,,,,_?_
Cavendish Guy,,,,Guy
Boyter Alexander,,,,Alexander
Vavasor Richard,,,,Richard
Haworth Joshua , England,,,Joshua
Edwick John,,,,John
Perkins Thomas,,,,Thomas
Eyre Robert,,,,Robert
Kennedy Andrew,,,,Andrew
Castell Jehosephat , Brooke Norfolk,vicar,,Jehosephat
Wheeler Richard,Ireland,,,Richard
Nichol David,,,,David
Mackrill Abel,,,,Abel
Rous Robert,,,,Robert
Redwood Gabriel,,,,Gabriel
Manning Samuel,,,,Samuel
Ruffin John,,,,John
Nicholson Edward ,,,,Edward
Perham Thomas Mader , Axminster Devon,,,Thomas
Mist Thomas ,,,,Thomas
Angus James ,,,,James
Wollstonecraft Edward Bland,,,,Edward
Walton George,,,,George
Samson Edward,,,,Edward
Lindsay Matthew ,,,,Matthew
Pickford William , St Clement East Cheap London,,,William
Taylor George,,,,George
Churchward _?_,,,,_?_
Buckley David,,,,David
Guild Robert,,,,Robert
Vincent John,,,,John
Kyffin Robert ,,,,Robert
Bond Samuel,,,,Samuel
Blythe John,,,,John
Utting Samuel,,,,Samuel
Kunst John Justus William,,,,John
Compton Henry,,,,Henry
Shelmerdine Richard,,,,Richard
Brown Robert Railston,,,,Robert
Perry William,,,,William
Titterton William,,,,William
Mollas Henry,,,,Henry
Holbrow Samuel , Gt Yarmouth Norfolk,,,Samuel
Mathews Edward ,,,,Edward
Lovering William,,,,William
Henson John ,,,,John
Creighton George , Gomalty Bengal,,,George
Kemp Michael , Dingwall Ross & Cromarty,,,Michael
Sugar Samuel,,,,Samuel
Wilkinson Edmund , St Luke's Chelsea Middx,,,Edmund
Robson James,,,,James
Bawden John , Falmouth,,,John
Best Joseph ,,,,Joseph
Fuller William,,,,William
Allen George ,,,,George
Foster P T,,,,P
Smyth Thomas,,,,Thomas
Croft Ralph ,,,,Ralph
Draper Daniel,,,,Daniel
Thelwall Richard,,,,Richard
Scott Hercules,,,,Hercules
Bull Richard,,,,Richard
Hardwick Peter,,,,Peter
Hunter John,,,,John
Key Thomas,,,,Thomas
Place Thomas,,,,Thomas
Maxwell Patrick , Canonbie,esq,,Patrick
Misenor John ,,,,John
Blackstone William,,,,William
Hornby William,,,,William
Gresley Thomas,,,,Thomas
Ramsey William,,,,William
Cragg William,,,,William
Locke Philip,,,,Philip
Graham John ,,,,John
Gordon John ,Scotland,,,John
Phillips George , Shepperton Middx,,,George
Cummings Robert,,,,Robert
Benbow Edward,,,,Edward
Moss John,,,,John
Middleton David ,,,,David
Rutherford Hugh ,,,,Hugh
O'Brien George,,,,George
Morgan John Gardiner , Stradbally Quail's co,rev,,John
Spence Robert,,,,Robert
Leighton David,,,,David
Marr Robert,,,,Robert
Worth Isaac,,,,Isaac
Pope George William ,,,,George
Blair David , Glasgow,,,David
Corps Rawlinson,,,,Rawlinson
Balfour David ,,,,David
Crawford Gideon,,,,Gideon
Rider Henry ,,,,Henry
Hanson Edward ., pa St Michael's Crooked Lane London Bromley Essex,,,Edward
McAllister Ronald,,,,Ronald
Holmes Robert,,,,Robert
Ward Gary,,,,Gary
Templer Henry , Clyst Honiton Devon,,,Henry
Lucas Edward ,,,,Edward
Wakeley Thomas,,,,Thomas
Doughty Robert,,,,Robert
Frerrdin Thomas,,,,Thomas
Middlemist William Campbell,,,,William
Torlesse Henry,,,,Henry
Stephens or Stevens Thomas,,,,or
Flexney William,,,,William
Hay Alexander , Scotland,,,Alexander
Butler Samuel ,,,,Samuel
MacWilliam James,,,,James
Patterson William , Magherafelt co Londonderry,,,William
Shepherd Robert,,,,Robert
Rootsey Thomas ,,,,Thomas
Arnot David Gale,,,,David
Edgecumbe Richard Darke , Chatham Kent,,,Richard
Millett Nicholas,,,,Nicholas
Mclnnes Matthew,,,,Matthew
Redley Thomas,,,,Thomas
Lytton Joseph,,,,Joseph
Talbot William,,,,William
Moore Ambrose,,,,Ambrose
Cooke Joseph,,,,Joseph
Pauncefoot Tracy,,,,Tracy
Lardner Richard Frederick,,,,Richard
Dixon Jeremiah ,,,,Jeremiah
Grantham Caleb,,,,Caleb
Crake Charles,,,,Charles
Fitzpatrick Michael I,,,,Michael
Maitland William,,,,William
Lowther John , St Saviour's Southwark,,,John
Hicks William , Westminster,,,William
Day James , St Saviour's Norwich,,,James
Bromhead William B,,,,William
Fenwick William ,,,,William
Carr Robert,,,,Robert
Ellison Francis ,England,,,Francis
Davidson John,,,,John
Davy Robert,,,,Robert
Atkinson Daniel,,,,Daniel
Owen J B,,,,J
Barton James,,,,James
Holmes Robert , St Matthew Friday St London,,,Robert
Lee John ,England,,,John
Graham Robert,,,,Robert
Hawes Stephen , Lowestoft Suffolk,,,Stephen
Erwin George ,,,,George
Parks John,,,,John
Paul Nathaniel,,,m 24 Dec 1769 Mary Jeudwine,Nathaniel
Hill John ,,,,John
Cragg Joseph Webb,,,,Joseph
Jones William,,,,William
Stone Robert,,,,Robert
Mackenzie Kennett,,,,Kennett
White John , Fawkham Kent,rev,,John
Myers Roger,,,,Roger
Bagley John,,,,John
Underwood Richard,,,,Richard
Trubey Woolball,,,,Woolball
Barnes William,,,,William
Burrell Peter,,,,Peter
Bagshaw Peter ,,,,Peter
Martin Robert F,,,,Robert
Addison William ,,,,William
Roberts Francis ,,,,Francis
Chick Edward Lord,,,,Edward
Morris Christopher ,,,,Christopher
Thomas William ,,,,William
Bristow Richard,,,,Richard
Black _?_,,,,_?_
Gomez William,,,,William
Betty William ,,,,William
Gilchrist Archibald ,,,,Archibald
Normand James ,Scotland,,,James
Garrard John ,,,,John
Altwell George,,,,George
Smith John George Greatrix , Drogheda,,,John
Paine HH,,,,HH
Quilter John ,,,,John
Kedick Thomas,,,,Thomas
Costall E C,,,,E
Dudman Robert , St Paul's Deptford,shipbuilder,,Robert
Kyte Samuel ,,,,Samuel
Rennie James,,,,James
Brown Arnestus,,,,Arnestus
Hindman Joseph,,,,Joseph
Cookson Richard,,,,Richard
Macklew Charles Edward ,,,,Charles
Mackerlie Charles William Montagu Scott , Clearburn Duddingston,capt,,Charles
Davis Richard,,,,Richard
Burroughs Robert Marsh ,,,,Robert
Stevenson Quintin,,,,Quintin
Major James ,England,,,James
Gillie Peter,,,,Peter
Piercy John Wintersgill ,England,,,John
Gardner James,,,,James
Puddicombe Joseph,,,,Joseph
Merriman Thomas,,,,Thomas
Dyer Thomas John , Chipping Ongar Essex,esq,m 9 Jun 1831 Grays= Essex= Mary Ann Ingram Thomas bap 9 Jun 1834,Thomas
Horncastle James ,England,,,James
Sparks John,,,,John
Dolge William,,,,William
Stephens William,,,,William
Roberts John,,,,John
Dod Richard,,,,Richard
Mawbey Robert Thomas , England,,,Robert
Earning Anthony,,,,Anthony
Cam John,,,,John
Mclver Thomas,,,,Thomas
Johnson William ,England,,,William
Manley John , Alphington Devon,,,John
Edwards Lewis Owen , Christleton Cheshire,,,Lewis
Langford William ,England,,,William
Jesson Randle,,,,Randle
Brocas Arthur Augustus , St Luke's Dublin,rev,,Arthur
Horton W R,,,,W
Eyre Francis,,,,Francis
Gibb Christopher B,,,,Christopher
Lomax John ,,,,John
Cuite Benjamin ,,,,Benjamin
Sommers Jonathan ,,,,Jonathan
Lane Thomas,,,,Thomas
Fea John,,,,John
Eizat Walter,,,,Walter
Stevens William ,,,,William
Clarke Thomas,,,,Thomas
Baynes Thomas,,,,Thomas
Clews Durrel,,,,Durrel
Turton Edward,,,,Edward
Wicker William , Brading loW,,,William
Short Joseph,,,,Joseph
Davenport Harry,,,,Harry
Rutherford William ,American,,,William
Gray Alexander Findlay,,,,Alexander
Lamb George,,,,George
Dick James ,,,,James
Sharrow John,,,,John
Noyes William ,,,,William
Millward Robert,,,,Robert
Purling John,,,,John
Wells Jonah Smith,,,,Jonah
Hodson Edmund,,,,Edmund
Spooner Lawrence,,,,Lawrence
Lyell Robert,,,,Robert
Hayward Charles,,,,Charles
Forbes James Keith , Scotland,,,James
Modena Charles,,,,Charles
Groome John,,,,John
Cousins George Frederick,,,,George
Gordon Edward,,,,Edward
Bentall Thornton,,,,Thornton
Harris Henry,,,,Henry
Bevan Jacob,,,,Jacob
Standish Ralph,,,,Ralph
Parry Goddard ,,,,Goddard
Geed John ,,,,John
Frere Baptist,,,,Baptist
Parker Horatio William Warren , Ireland,,,Horatio
Abbot or Abbott George Misplee ,St Mildred's Canterbury,,,or
Atterbury Osborn,,,,Osborn
Fogo William , Logie Scotland,,,William
Trevillion George ,,,,George
Watts George Warren,,,,George
Fea Robert,,,,Robert
Crisp James ,,,,James
Voyce Payne,,,,Payne
Gould Thomas ,,,,Thomas
Milton Henry,,,,Henry
Bull George,,,,George
Toole Henry,,,,Henry
Courthope John ,,,,John
Barry M,,,,M
Minter Michael , Folkstone Kent,,,Michael
Cumberland Simon,,,,Simon
Fraser Alexander,,,,Alexander
Jaques Robert , North Crescent Tottenham Court Rd London,,,Robert
Barron or Baron Christopher ,,,,or
Ramsay George,,,,George
Money Rowland,,,,Rowland
Allen James,,,,James
Aldgate Thomas,,,,Thomas
Brooke Francis,,,,Francis
Peill William,,,,William
Winslow Edward,,,,Edward
Patz George Christopher,,,,George
Postlethwaite William,,,,William
Lightfoot William,,,,William
Clement Richard ,,,,Richard
Stone Henry , Stoke Abbott Dorset,,,Henry
Atkinson Mathew , England,,,Mathew
Clements John,,,,John
Baynton Henry,,,,Henry
Clarke J W,,,,J
Wood Elias,,,,Elias
Lowe John,,,,John
Hill Robert,,,,Robert
Le Geyt Philip ,,,,Geyt
Woodhouse Joseph,,,,Joseph
Graham William,,,,William
Shaw Richard ,,,,Richard
Howden William,,,,William
James Joseph,,,,Joseph
Saxon Charles,,,,Charles
Maltman William , Elie Fifeshire ,factor,,William
McNab James,,,,James
Dominicus Abraham,,,,Abraham
Tarbutt Charles Bryan , Allhallows Barking London,,,Charles
Burdeken John,,,,John
Graves Henry S,,,,Henry
Sinnott Matthew,,,,Matthew
Kay James,,,,James
Moseley Samuel,,,,Samuel
Ramsay David,,,,David
Gee Michael,,,,Michael
Gibbons Henry,,,,Henry
Wilson Charles,,,,Charles
Anderson William,,,,William
Beatt Thomas,,,,Thomas
Every John ,,,,John
Sterling William,,,,William
Man Eustace,,,,Eustace
Parker H,,,,H
Burley Thomas,,,,Thomas
Huxley Henry , All Saints' Worcester,,,Henry
Anderson Robert ,in Scotland,,m 23 Jun 1832 St John's= Hampstead= London= Alicia Elizabeth Cruttenden,Robert
King Nathaniel Edward,,,,Nathaniel
Shaw James ,,,,James
Bolter _?_,,,,_?_
Limbrey James,,,,James
Smithett John ,England,,,John
Clansey Daniel ,,,,Daniel
Hitchcock William,,,,William
Seton George,,,,George
Harry William ,,,,William
Warner Robert Edward , West Indies,,,Robert
Ryan Anthony ,,,,Anthony
Mauger Nicholas,,,,Nicholas
Wainwright Frederick Errington,,,,Frederick
Trevethan Nicholas ,,,,Nicholas
Gambier Samuel,,,,Samuel
Hayes Alexander,,,,Alexander
Summers John,,,,John
Chatfield Allen Thomas ,,,,Allen
Wilkinson Thomas Henry,,,,Thomas
Tattersall A W,,,,A
Nichols Benjamin,,,,Benjamin
Tabuteau Gideon,,,,Gideon
Wilkinson Thomas ,,,,Thomas
Gay James,,,,James
Jones George,,,,George
O'Neil J,,,,J
Foote Ambrose,,,,Ambrose
Braham Walter,,,,Walter
Smithyman John (William ?),,,,John
Ivatt George,,,,George
Condley Timothy,,,,Timothy
Nicholls Edward,,,,Edward
Curtin Thomas,,,,Thomas
Ogilvie Hercules,,,,Hercules
Crispo John ,England,,,John
Newman Thomas,,,,Thomas
Dalrymple Hew Drummond , Scotland,,,Hew
Jeffreys Robert ,,,,Robert
Tennant William,,,,William
Burn Henry , England,,,Henry
Bennett John Morris,,,,John
Morley Henry,,,,Henry
Cooper Miles , Millan Cumberland,,,Miles
Campbell Daniel,,,,Daniel
Norquoy Henry , South Ronaldsay Orkney,,,Henry
Drake George,,,,George
Grant William Lewis ,,,,William
Rowes _?_,,,,_?_
Williams Robert,,,,Robert
Hull Robert Smith , Upper Stondon Beds,,,Robert
Hunt Richard,,,,Richard
Moore Frederick George , Bavarian Chapel Newport loW,Lieutenant,,Frederick
Jacobi F,,,,F
Kilham Thomas,,,,Thomas
Pain Richard George ,,,m 15 Feb 1817 St Mary's= Lambeth= Mary Frances Williamson,Richard
Ward James,,,,James
Standish George,,,,George
Bearblocke James,,,,James
Weddale Samuel,,,,Samuel
Coppinger William ,,,,William
Grey George,,,,George
Turning Henry N,,,,Henry
Barron Randolph,,,,Randolph
Best William Rayner , Hertford,,,William
Brunton James,,,,James
Agar Robert,,,,Robert
Salter Edward,,,,Edward
Wills John ,,,,John
Booth Edward,,,,Edward
Jones Erasmus,,,,Erasmus
Gair Alexander ,Scotland,,,Alexander
Bowle Richard ,,,,Richard
Baker John Valentine , St Augustine's Bristol,,,John
Conquest George,,,,George
McLaurin Robert Rankine , St Mildred's Bread St London,,,Robert
Flower John ,,,,John
O'Neill Thomas ,,,,Thomas
Pringle Alexander , Stow Midlothian,esq,,Alexander
Dryden Leopold Erasmus ,England,,,Leopold
Woollin Robert,,,,Robert
Tomkins John ,,,,John
Bromwell or Brumwell John,,,,or
Leche Henry,,,,Henry
Drake Robert , Barnstaple Devon,,,Robert
Nicholls Robert,,,,Robert
Plenderleath George,,,,George
Caldecott John,,,,John
Mclntosh Alexander,,,,Alexander
Kelly Samuel,,,,Samuel
Gray William,,,,William
McClinn John,,,,John
Percival Richard,,,,Richard
Hurrell Charles ,England,,,Charles
Cuthbeth Robert ,,,,Robert
Brown Benjamin,,,,Benjamin
Hodson G M,,,,G
Calder James,,,,James
Kingston John,,,,John
Logan Daniel,,,,Daniel
Sharpe Nicholas,,,,Nicholas
Kidder John,,,,John
Kenny Lucius,,,,Lucius
Murray John ,,,,John
Dunbar William ,,,,William
Lindsey Edward,,,,Edward
Collett Jonathan,,,,Jonathan
Hichens or Hichins William , Illugan Cornwall,,,or
Forrest or Forest Thames,,,,or
Costobadie Ackroyd Palliser , Wensley Yorks,rector,,Ackroyd
Favell John Mimes , Whorlton Yorks,esq,,John
Jaynes Bartholomew ,,,,Bartholomew
